,changeeconomy,econpersonalretro,changeimmig,controlimmig,effectseunhs,effectseuunemployment,effectseuimmigration,effectseuecon,happyeuleave
452,-0.5,1.0,-0.5,1.0,-1,1,-1,-2,1
453,1.0,1.0,1.0,1.0,1,1,1,1,1
454,1.0,1.0,0.5,1.0,1,1,1,1,1
455,-2.0,-0.5,2.0,1.0,3,1,-1,3,1
456,-2.0,1.5,-0.5,1.0,-2,2,1,-2,2
457,1.0,1.0,1.0,2.0,1,-1,1,3,2
458,-0.5,1.0,1.0,1.0,1,1,1,3,2
459,-2.0,-2.0,1.0,2.0,-1,1,-2,-2,2
460,1.0,1.0,1.0,1.0,1,1,1,1,1
461,1.0,1.0,2.0,2.0,3,-2,2,6,2
462,1.0,-0.5,0.5,1.0,1,1,1,3,1
463,1.0,-0.5,0.5,1.0,1,1,-2,-1,2
464,1.0,1.0,1.0,1.0,1,1,1,1,2
465,1.0,1.0,0.5,1.0,1,1,1,1,1
466,-0.5,1.0,1.0,1.0,-2,1,1,-1,2
467,-0.5,1.0,1.0,2.0,1,1,1,-1,1
468,1.0,1.0,1.0,1.0,1,1,1,1,1
469,1.0,1.5,1.0,1.0,1,1,1,1,1
470,6.0,1.0,2.0,2.0,1,1,-1,3,2
471,-2.0,1.0,1.0,1.0,-1,2,1,-2,1
472,1.0,-0.5,2.0,2.0,3,1,-1,3,2
473,1.0,1.0,1.0,1.0,1,1,1,1,1
474,-0.5,1.0,-0.5,1.0,1,1,-1,-1,1
475,1.5,-0.5,0.5,1.0,1,-1,-1,1,1
476,1.0,1.0,1.0,1.0,1,1,1,1,2
477,1.0,1.0,-0.5,2.0,3,1,-1,3,1
478,1.5,1.0,0.5,1.0,1,1,-1,3,2
479,1.0,1.5,0.5,1.0,-1,1,1,1,2
480,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
481,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
482,1.0,-2.0,1.0,2.0,3,1,1,3,2
483,1.5,-0.5,-0.5,0.5,-1,-1,1,1,1
484,1.0,1.5,1.0,0.5,-2,1,1,1,1
485,-2.0,-0.5,1.0,1.0,1,1,-1,1,2
486,1.0,1.0,1.0,1.0,3,-1,-1,3,1
487,-0.5,1.0,0.5,0.5,1,1,1,-1,2
488,1.0,-0.5,1.0,1.0,-1,1,-2,-1,1
489,-2.0,-0.5,-0.5,1.0,-1,1,1,-2,1
490,1.0,1.0,2.0,2.0,1,2,2,1,1
491,-0.5,-0.5,0.5,1.0,-1,1,1,-1,1
492,1.5,1.0,1.0,2.0,1,1,-1,1,1
493,1.0,1.0,1.0,1.0,1,1,1,1,1
494,-2.0,-0.5,1.0,1.0,-2,2,2,-2,2
495,-2.0,-2.0,2.0,2.0,3,1,-1,3,2
496,-0.5,1.5,1.0,1.0,-2,1,-1,-2,2
497,1.0,1.0,1.0,0.5,1,1,1,1,1
498,1.5,1.0,1.0,1.0,1,1,1,1,1
499,-0.5,1.0,1.0,1.0,-1,1,1,1,1
500,-0.5,-0.5,1.0,1.0,-2,2,-1,-1,2
501,-0.5,-0.5,0.5,1.0,1,1,1,1,2
502,-0.5,1.0,0.5,1.0,-1,1,-1,-1,1
503,1.0,1.0,1.0,1.0,1,-1,1,1,1
504,1.0,1.0,1.0,2.0,1,1,-1,1,2
505,1.5,-0.5,0.5,1.0,-1,1,1,3,2
506,-0.5,1.5,1.0,0.5,1,1,-1,-1,2
507,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
508,-0.5,1.0,-0.5,2.0,-2,1,-1,-2,2
509,-0.5,-0.5,-0.5,0.5,-2,2,1,-1,2
510,1.0,1.0,1.0,1.0,1,1,-1,1,1
511,-0.5,-2.0,1.0,1.0,-2,1,-1,-1,2
512,-0.5,1.0,0.5,0.5,1,1,-1,1,2
513,-0.5,1.0,0.5,2.0,-1,1,-1,-1,1
514,1.0,-2.0,-0.5,2.0,1,1,-1,-1,1
515,1.0,6.0,1.0,1.0,1,1,1,1,1
516,1.0,-0.5,1.0,1.0,1,1,1,1,2
517,-0.5,1.0,1.0,2.0,1,1,1,-1,1
518,-2.0,-0.5,0.5,1.0,-2,1,1,-1,2
519,-0.5,6.0,1.0,1.0,-1,1,-1,-1,2
520,-0.5,-0.5,0.5,2.0,1,1,-1,3,2
521,1.0,1.0,1.0,1.0,-2,1,-1,-1,2
522,1.0,-0.5,1.0,1.0,1,1,-1,1,2
523,-2.0,1.0,0.5,1.0,-1,1,1,-1,1
524,-0.5,1.0,0.5,2.0,3,1,-1,1,2
525,1.0,1.5,1.0,1.0,1,1,1,1,1
526,1.5,1.5,1.0,2.0,3,1,1,3,2
527,-2.0,-0.5,2.0,0.5,1,1,2,-1,1
528,-0.5,6.0,1.0,2.0,1,1,1,1,1
529,-0.5,1.0,2.0,1.0,-1,1,-1,1,2
530,1.0,1.0,1.0,0.5,1,1,1,-1,2
531,-0.5,1.5,0.5,1.0,1,1,1,-1,1
532,1.0,6.0,-2.0,2.0,1,1,-2,-2,2
533,1.0,1.0,1.0,1.0,-1,2,1,-1,1
534,-0.5,1.0,1.0,1.0,-2,1,1,-1,2
535,1.0,-2.0,1.0,1.0,-1,-1,-1,-1,1
536,1.0,1.0,1.0,1.0,1,-1,1,-1,2
537,1.0,1.5,0.5,1.0,1,1,-1,6,2
538,1.0,1.0,1.0,1.0,-1,1,1,1,2
539,-0.5,1.0,0.5,1.0,-1,1,1,1,1
540,-0.5,-2.0,0.5,1.0,-2,2,2,-1,1
541,1.0,1.0,1.0,1.0,-1,1,-1,1,2
542,-2.0,-0.5,-2.0,0.5,1,1,1,3,2
543,1.0,1.5,1.0,0.5,1,1,1,1,1
544,-0.5,-0.5,2.0,1.0,-2,2,-1,-2,2
545,1.0,1.0,1.0,2.0,-1,1,1,3,1
546,1.5,-0.5,-0.5,2.0,-1,2,-2,-2,2
547,1.0,1.0,1.0,1.0,1,1,1,1,1
548,1.0,6.0,0.5,1.0,1,1,1,1,1
549,-2.0,1.0,0.5,1.0,-2,2,1,-1,1
550,1.0,1.0,1.0,2.0,3,1,-2,3,2
551,-0.5,1.5,0.5,1.0,1,1,1,1,1
552,-0.5,1.0,1.0,1.0,-1,1,-1,-2,2
553,-0.5,1.0,-0.5,2.0,-1,1,-1,-1,1
554,1.0,-2.0,2.0,2.0,3,-1,-2,1,1
555,1.0,-2.0,1.0,1.0,1,1,1,1,1
556,-0.5,-0.5,1.0,1.0,1,1,-1,-1,1
557,-0.5,1.0,1.0,1.0,-2,1,1,-1,2
558,-2.0,-0.5,2.0,1.0,-2,2,1,-2,1
559,1.0,6.0,0.5,1.0,1,1,1,3,2
560,1.0,1.5,1.0,1.0,1,1,1,1,2
561,-0.5,-0.5,1.0,1.0,1,1,-1,1,1
562,1.5,1.0,2.0,1.0,1,1,-1,3,2
563,1.0,-0.5,0.5,2.0,3,1,-1,1,2
564,1.5,1.5,0.5,2.0,3,1,-1,3,1
565,1.5,-0.5,-0.5,1.0,3,-1,-1,1,1
566,-0.5,1.0,-0.5,1.0,-1,1,-1,-1,1
567,1.0,1.0,1.0,1.0,1,1,1,-1,1
568,-0.5,1.0,0.5,1.0,1,1,1,1,1
569,-0.5,-0.5,1.0,2.0,-1,1,-1,-1,2
570,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
571,-0.5,1.5,1.0,2.0,-1,1,-2,1,1
572,1.0,1.0,0.5,2.0,1,1,1,1,1
573,-2.0,1.0,2.0,1.0,1,1,1,-1,1
574,-2.0,-0.5,1.0,1.0,-2,1,1,-2,2
575,-0.5,1.0,0.5,2.0,1,1,-1,1,1
576,-0.5,1.5,1.0,1.0,1,1,1,1,1
577,1.5,1.5,0.5,1.0,3,-1,1,1,1
578,1.0,1.0,1.0,1.0,1,1,1,-1,1
579,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
580,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
581,1.0,1.0,0.5,1.0,1,1,-1,1,1
582,-0.5,-2.0,1.0,1.0,1,1,1,1,1
583,1.5,1.5,0.5,2.0,1,1,-1,3,1
584,1.5,1.0,-0.5,1.0,3,-2,-2,3,2
585,1.0,1.0,1.0,1.0,1,1,1,1,1
586,1.0,1.5,2.0,1.0,1,-1,-1,3,2
587,1.5,1.0,0.5,2.0,3,-1,-1,3,2
588,1.0,1.0,1.0,1.0,1,1,1,1,1
589,-0.5,-0.5,0.5,2.0,-1,1,1,-1,1
590,1.5,1.0,1.0,2.0,3,1,1,3,2
591,1.0,1.0,0.5,1.0,1,1,-1,1,1
592,-0.5,-0.5,1.0,2.0,3,1,1,3,2
593,1.0,1.0,1.0,1.0,1,1,1,-1,1
594,1.5,1.5,0.5,1.0,1,1,-1,3,2
595,1.0,1.0,-0.5,0.5,1,-1,1,-1,2
596,-0.5,-0.5,-0.5,1.0,1,1,1,1,2
597,-2.0,-2.0,2.0,0.5,-2,1,1,-2,1
598,-2.0,-0.5,0.5,1.0,-1,1,-1,-2,1
599,1.0,1.0,-0.5,1.0,1,1,1,3,2
600,1.0,-0.5,0.5,0.5,3,1,-1,1,1
601,1.0,1.0,1.0,0.5,-2,1,1,-1,2
602,-0.5,1.0,1.0,1.0,-2,1,1,-2,2
603,-0.5,-0.5,-0.5,1.0,1,-1,1,-1,1
604,1.5,1.0,-0.5,2.0,1,1,-1,3,2
605,-0.5,1.0,0.5,2.0,3,1,-1,1,2
606,-0.5,-2.0,0.5,1.0,3,-1,1,3,1
607,1.0,1.0,1.0,1.0,1,1,1,1,1
608,1.0,1.0,1.0,1.0,1,1,1,1,1
609,1.0,1.0,0.5,2.0,3,-1,1,3,1
610,1.0,1.0,2.0,2.0,1,1,-1,1,1
611,1.0,-2.0,0.5,2.0,1,1,-1,1,2
612,-2.0,1.0,-0.5,2.0,-2,2,-2,-2,2
613,-2.0,1.0,1.0,1.0,-2,2,-2,-2,2
614,1.0,1.0,1.0,1.0,1,1,1,1,2
615,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
616,1.0,-0.5,-0.5,1.0,1,1,1,-1,1
617,1.5,-2.0,0.5,1.0,1,1,1,1,2
618,-2.0,-0.5,1.0,1.0,1,1,1,1,2
619,1.5,1.5,1.0,1.0,3,-1,1,3,2
620,1.0,-0.5,1.0,1.0,-1,-1,-2,1,1
621,1.5,1.0,-0.5,2.0,1,1,-1,1,2
622,-0.5,-2.0,1.0,1.0,1,1,1,-1,1
623,1.0,1.0,2.0,1.0,3,1,-1,1,2
624,-0.5,1.0,1.0,1.0,-2,1,-1,-1,2
625,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
626,1.0,1.0,-0.5,1.0,1,-1,-1,1,2
627,1.0,1.5,1.0,2.0,1,1,1,3,1
628,-2.0,-2.0,2.0,1.0,-1,1,-1,-2,2
629,-0.5,1.0,1.0,2.0,1,1,-2,1,1
630,-0.5,1.0,-0.5,1.0,-2,1,1,-2,1
631,1.0,1.0,1.0,1.0,-1,1,1,-1,1
632,-0.5,6.0,2.0,1.0,-1,1,1,-1,1
633,-0.5,1.0,-0.5,0.5,-1,-1,-1,-1,2
634,1.5,1.0,0.5,1.0,3,-1,1,1,1
635,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
636,-0.5,-0.5,0.5,1.0,1,-1,-1,1,1
637,-0.5,-0.5,2.0,1.0,1,1,-2,1,2
638,1.0,1.0,2.0,1.0,1,1,1,1,1
639,-0.5,1.0,-0.5,1.0,-2,1,-1,-2,1
640,-0.5,-0.5,-0.5,1.0,-1,1,-1,-1,2
641,1.0,1.0,-0.5,2.0,-1,1,-1,3,1
642,-0.5,-0.5,0.5,0.5,-1,1,1,-1,1
643,-0.5,-2.0,0.5,0.5,-2,1,-1,-2,2
644,-2.0,-0.5,0.5,0.5,-1,-2,1,-1,1
645,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
646,-2.0,-2.0,2.0,1.0,-2,2,2,-2,2
647,1.0,1.0,1.0,1.0,1,1,1,1,2
648,-0.5,1.0,1.0,2.0,1,1,1,1,1
649,-0.5,-0.5,1.0,1.0,3,1,1,3,2
650,-2.0,-0.5,1.0,0.5,-1,2,1,-2,2
651,1.5,1.0,1.0,2.0,1,1,1,1,2
652,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
653,1.0,1.0,1.0,1.0,-1,1,-1,1,1
654,1.0,1.0,1.0,1.0,3,1,1,1,1
655,1.0,1.0,1.0,1.0,1,1,1,1,1
656,1.0,6.0,0.5,1.0,1,1,-1,1,1
657,1.0,1.0,-0.5,2.0,1,-1,-1,1,2
658,1.0,-0.5,2.0,1.0,3,1,1,3,2
659,-0.5,-0.5,1.0,0.5,-1,1,1,-2,2
660,1.0,1.0,1.0,1.0,3,1,1,3,1
661,1.0,1.0,2.0,1.0,1,-1,-1,1,2
662,-0.5,-0.5,-0.5,2.0,-1,1,-1,-1,1
663,-0.5,1.0,2.0,1.0,3,1,1,1,1
664,1.0,-0.5,2.0,1.0,1,1,1,1,2
665,1.0,1.0,0.5,2.0,1,1,-1,1,1
666,1.0,-0.5,2.0,1.0,1,1,-1,1,2
667,1.0,1.0,1.0,1.0,1,1,1,1,1
668,-0.5,-0.5,1.0,2.0,-1,1,1,-1,1
669,6.0,1.0,2.0,1.0,1,1,-1,1,2
670,-2.0,-0.5,0.5,1.0,1,1,-1,-1,1
671,-0.5,1.5,1.0,1.0,-1,1,1,-1,1
672,1.0,1.5,1.0,1.0,1,1,-1,-1,1
673,1.0,1.0,1.0,1.0,-1,1,-1,-1,1
674,-0.5,1.0,1.0,1.0,-2,2,1,-1,1
675,-0.5,6.0,1.0,2.0,-1,1,1,-1,1
676,1.0,1.0,1.0,2.0,1,1,1,1,1
677,-0.5,-0.5,0.5,1.0,1,1,1,3,2
678,-0.5,1.0,2.0,1.0,1,1,1,1,1
679,-0.5,-2.0,-0.5,0.5,-2,1,-1,-2,1
680,1.0,1.0,1.0,1.0,1,1,1,1,1
681,1.0,1.0,2.0,1.0,1,1,-1,1,2
682,-0.5,-0.5,0.5,0.5,-1,1,1,-1,1
683,-0.5,1.0,0.5,0.5,1,1,1,-1,2
684,-0.5,-0.5,2.0,1.0,1,2,1,-1,1
685,-0.5,1.5,0.5,1.0,-1,1,-1,-1,1
686,1.0,1.0,1.0,2.0,-1,1,-2,-1,1
687,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
688,1.5,1.0,2.0,2.0,6,1,-2,6,2
689,1.0,-0.5,1.0,2.0,1,1,1,1,2
690,1.0,1.0,1.0,1.0,1,1,1,1,1
691,1.5,1.0,2.0,2.0,3,1,-1,3,2
692,-0.5,1.0,0.5,1.0,3,1,-1,1,2
693,1.0,1.0,0.5,1.0,1,1,1,3,1
694,-2.0,1.0,2.0,0.5,-2,2,2,-2,1
695,1.5,1.0,1.0,1.0,1,1,1,1,1
696,1.0,-0.5,2.0,1.0,1,1,-1,1,2
697,1.0,1.0,0.5,1.0,1,1,1,1,1
698,1.0,1.0,-0.5,0.5,1,1,1,1,2
699,1.0,6.0,0.5,1.0,6,1,-2,1,1
700,-2.0,1.0,1.0,1.0,-2,1,1,-2,1
701,-0.5,1.0,2.0,0.5,-1,1,1,-1,2
702,-2.0,-2.0,-0.5,0.5,-2,1,1,-2,2
703,-0.5,1.0,1.0,1.0,1,1,1,1,1
704,1.0,1.5,1.0,1.0,3,1,1,1,1
705,-0.5,-2.0,1.0,2.0,-1,-1,1,-1,1
706,-2.0,-2.0,-0.5,2.0,-2,2,-2,-2,2
707,1.0,1.0,-0.5,1.0,3,1,1,3,1
708,1.0,1.0,0.5,2.0,1,-1,-2,1,2
709,1.5,1.0,-0.5,1.0,3,-1,1,3,2
710,1.5,1.0,2.0,1.0,3,-2,-1,6,2
711,1.0,1.0,1.0,0.5,1,1,1,-1,1
712,1.5,1.0,0.5,1.0,1,1,1,1,1
713,1.0,1.5,1.0,1.0,-1,1,-1,6,2
714,1.0,1.5,1.0,0.5,1,1,-1,1,1
715,-0.5,-0.5,1.0,2.0,-1,1,-1,-1,2
716,1.5,1.5,1.0,0.5,-2,2,1,-2,2
717,-0.5,-0.5,2.0,1.0,6,1,-2,3,2
718,1.0,1.0,-0.5,2.0,1,1,-2,3,2
719,1.0,-0.5,2.0,1.0,3,-1,-2,3,2
720,-0.5,-0.5,1.0,1.0,1,1,1,1,1
721,1.5,-0.5,2.0,1.0,3,1,-1,1,2
722,-0.5,-2.0,1.0,1.0,-1,1,1,-1,1
723,-2.0,1.5,1.0,1.0,-1,1,1,-1,2
724,1.0,1.0,0.5,0.5,1,1,-1,3,2
725,1.0,-0.5,0.5,1.0,1,1,-1,-1,2
726,1.0,-0.5,1.0,1.0,1,1,-1,-1,1
727,-0.5,-0.5,-0.5,0.5,-1,1,1,-1,1
728,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
729,-0.5,1.0,-0.5,1.0,1,1,-1,-1,1
730,-0.5,-0.5,1.0,2.0,-1,1,1,1,2
731,1.0,-0.5,-0.5,1.0,3,1,-1,3,2
732,-2.0,1.0,0.5,2.0,-2,2,-1,-2,1
733,-0.5,1.0,2.0,2.0,1,1,-1,1,2
734,1.5,-0.5,2.0,1.0,3,1,-2,3,2
735,1.0,1.5,1.0,1.0,1,1,1,3,2
736,-0.5,-0.5,-0.5,0.5,-2,1,1,-1,2
737,-0.5,-0.5,-0.5,1.0,1,1,1,1,1
738,1.0,1.0,1.0,1.0,-1,1,1,-1,1
739,-0.5,-2.0,1.0,1.0,1,1,1,-1,1
740,-0.5,-0.5,0.5,1.0,1,1,1,1,1
741,-0.5,6.0,-0.5,1.0,1,1,-1,-1,2
742,-0.5,1.5,1.0,2.0,1,1,-1,-1,2
743,1.0,1.0,1.0,1.0,1,1,1,1,1
744,1.0,-0.5,-0.5,1.0,1,1,1,1,2
745,1.0,1.0,1.0,1.0,1,1,1,1,1
746,1.5,-0.5,1.0,2.0,3,1,-1,3,2
747,-0.5,-0.5,1.0,2.0,3,1,-1,3,1
748,-0.5,-0.5,1.0,1.0,-2,2,1,-2,2
749,-0.5,-0.5,1.0,1.0,-2,2,1,-2,2
750,-0.5,1.0,1.0,1.0,1,1,1,1,2
751,-0.5,1.0,2.0,0.5,1,-1,-1,1,1
752,-0.5,1.0,1.0,1.0,1,1,1,3,1
753,1.0,1.0,0.5,2.0,1,1,1,1,1
754,1.0,1.0,2.0,2.0,3,1,-1,3,2
755,1.0,1.0,1.0,1.0,1,1,1,1,1
756,-0.5,-2.0,2.0,1.0,-2,-2,1,1,1
757,1.0,-0.5,2.0,2.0,1,1,-1,1,2
758,1.5,1.0,0.5,2.0,3,-1,-1,6,2
759,-0.5,-0.5,1.0,1.0,-1,1,1,1,2
760,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
761,-0.5,1.0,-0.5,1.0,-1,1,-1,-1,1
762,-0.5,1.5,-0.5,0.5,-1,1,1,3,1
763,-0.5,1.5,1.0,0.5,-1,1,1,-1,2
764,-0.5,1.5,1.0,1.0,1,1,1,-1,1
765,1.5,1.0,-0.5,1.0,3,1,-1,3,2
766,1.5,1.0,-0.5,2.0,3,1,-1,3,2
767,1.0,-2.0,1.0,1.0,1,1,1,1,2
768,-2.0,1.0,-0.5,0.5,-2,1,1,-2,2
769,1.0,1.5,1.0,1.0,1,1,1,1,1
770,1.5,1.0,2.0,1.0,3,1,1,3,2
771,1.0,-2.0,1.0,1.0,3,1,1,1,2
772,-0.5,-0.5,1.0,1.0,1,1,1,1,1
773,-0.5,1.0,-0.5,1.0,-1,1,-1,-1,2
774,1.0,1.0,1.0,0.5,-2,2,1,1,1
775,-2.0,-2.0,1.0,1.0,1,1,1,-1,1
776,-0.5,1.0,0.5,0.5,-2,2,2,-1,1
777,-0.5,1.0,1.0,0.5,-1,1,-1,-1,1
778,1.0,1.0,-0.5,2.0,3,1,-1,1,2
779,-0.5,1.5,2.0,2.0,-1,1,1,1,1
780,1.0,-0.5,1.0,2.0,1,1,1,1,1
781,1.5,1.0,-0.5,1.0,6,-1,-1,3,2
782,1.0,1.0,0.5,1.0,1,1,-1,1,1
783,-0.5,1.5,-0.5,0.5,1,1,1,1,1
784,1.0,1.0,1.0,1.0,1,1,1,3,2
785,-0.5,1.0,1.0,0.5,-1,1,1,-1,2
786,-0.5,-0.5,1.0,2.0,3,1,-1,1,1
787,-2.0,1.0,0.5,1.0,-1,2,2,-1,2
788,-2.0,-0.5,1.0,0.5,-1,1,1,-1,1
789,1.0,1.0,1.0,1.0,3,1,-1,1,1
790,1.0,1.0,1.0,1.0,-2,1,1,1,1
791,1.0,1.0,1.0,2.0,3,1,-1,1,2
792,1.0,1.0,0.5,2.0,1,1,1,1,2
793,-0.5,1.0,0.5,2.0,1,1,1,1,1
794,-0.5,1.0,-0.5,1.0,-1,1,1,-2,1
795,-0.5,1.0,1.0,0.5,-2,1,1,-1,2
796,1.0,-2.0,0.5,2.0,1,1,-1,1,2
797,1.0,1.0,1.0,1.0,3,-1,1,3,2
798,-0.5,-2.0,2.0,1.0,1,1,-1,1,2
799,-0.5,1.0,2.0,2.0,3,1,-2,1,2
800,-0.5,1.0,0.5,1.0,1,1,1,1,2
801,-2.0,-0.5,0.5,1.0,1,1,1,-2,1
802,1.5,1.5,1.0,2.0,3,-1,-1,3,2
803,1.5,1.0,1.0,1.0,1,1,1,-1,2
804,-0.5,-0.5,0.5,0.5,-1,1,2,-1,1
805,-0.5,-0.5,1.0,1.0,1,1,-1,-1,1
806,-0.5,-0.5,-0.5,1.0,1,-1,1,3,1
807,1.5,1.5,2.0,1.0,3,1,-2,3,2
808,-2.0,1.0,1.0,0.5,-2,2,1,-2,1
809,1.0,-0.5,1.0,1.0,1,1,1,1,1
810,1.0,-0.5,1.0,1.0,3,1,-2,3,2
811,1.0,1.0,1.0,1.0,-1,1,1,-1,2
812,-0.5,1.0,0.5,1.0,1,1,-1,-1,1
813,6.0,1.0,1.0,2.0,1,1,-1,3,1
814,1.0,-0.5,-0.5,2.0,3,1,1,1,1
815,-0.5,-0.5,-0.5,0.5,-1,2,1,-1,2
816,-2.0,1.0,1.0,1.0,1,1,1,-2,2
817,1.0,1.0,1.0,1.0,1,1,1,1,1
818,-0.5,1.5,1.0,1.0,-2,1,1,-1,1
819,1.0,1.5,1.0,1.0,3,-1,1,3,1
820,-0.5,-0.5,-0.5,2.0,1,1,1,3,2
821,1.5,1.5,-0.5,2.0,-1,-1,-2,1,1
822,1.0,-0.5,1.0,2.0,-1,1,1,1,2
823,1.0,1.0,0.5,2.0,1,1,-1,1,1
824,1.5,6.0,2.0,1.0,6,1,-2,6,2
825,-0.5,-0.5,1.0,2.0,-1,1,-1,-1,2
826,1.0,1.5,2.0,1.0,3,1,1,1,2
827,-0.5,1.0,2.0,1.0,1,1,-1,1,1
828,-0.5,1.5,1.0,1.0,-1,1,1,-1,1
829,1.0,-0.5,1.0,1.0,1,1,1,1,1
830,1.0,1.0,1.0,1.0,1,-2,-2,1,1
831,1.5,1.0,1.0,1.0,1,1,-1,3,1
832,-0.5,-0.5,0.5,2.0,1,1,1,1,2
833,-2.0,-2.0,-2.0,1.0,-2,2,1,-2,2
834,-0.5,1.0,1.0,2.0,3,1,1,-1,1
835,1.0,1.0,1.0,2.0,1,1,-1,1,1
836,-2.0,-2.0,1.0,2.0,-2,1,1,-2,2
837,-0.5,-0.5,-0.5,2.0,-1,1,1,-1,1
838,-2.0,-0.5,1.0,0.5,-2,1,1,-2,2
839,1.0,1.5,1.0,1.0,1,1,1,1,1
840,1.5,1.0,2.0,1.0,6,1,-1,3,2
841,-2.0,1.0,2.0,0.5,-1,1,1,-1,2
842,-0.5,1.0,1.0,2.0,3,1,-2,1,2
843,1.0,-0.5,1.0,1.0,1,1,1,1,1
844,1.0,-0.5,1.0,1.0,1,1,1,1,1
845,-0.5,-0.5,2.0,2.0,3,1,-2,3,1
846,1.5,1.5,1.0,2.0,1,-1,-1,1,2
847,1.5,1.0,0.5,2.0,6,-1,-1,3,2
848,-2.0,-0.5,0.5,1.0,-2,1,1,-2,1
849,1.0,1.0,-0.5,2.0,1,1,-1,1,1
850,1.0,-0.5,0.5,1.0,-1,1,1,1,1
851,-0.5,-0.5,2.0,2.0,1,-1,-1,3,2
852,1.0,1.0,1.0,2.0,1,1,1,1,2
853,1.0,-0.5,1.0,1.0,1,1,1,1,2
854,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
855,1.5,1.0,1.0,1.0,-1,1,1,-1,1
856,1.0,-2.0,0.5,1.0,3,-1,-1,1,1
857,1.0,1.0,1.0,1.0,1,1,1,1,2
858,1.0,1.0,1.0,1.0,3,-1,-2,1,2
859,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
860,1.5,1.0,1.0,1.0,1,1,-1,1,1
861,-0.5,-0.5,1.0,1.0,1,1,1,1,1
862,6.0,1.0,0.5,1.0,1,-1,-1,1,1
863,1.0,1.0,0.5,2.0,3,1,1,1,1
864,1.5,1.0,2.0,1.0,6,-1,-2,3,2
865,1.5,6.0,0.5,2.0,3,-1,1,3,1
866,-2.0,1.0,-0.5,1.0,-1,2,-1,-2,2
867,-0.5,1.0,2.0,2.0,1,1,-1,-1,1
868,1.0,1.0,1.0,2.0,1,1,-1,1,1
869,1.0,1.0,1.0,1.0,1,1,1,1,2
870,-0.5,1.0,-0.5,1.0,-1,2,-2,-1,1
871,1.0,1.0,1.0,1.0,1,1,1,1,1
872,1.0,1.0,1.0,1.0,3,1,-1,1,1
873,-2.0,1.0,2.0,1.0,6,-2,-2,6,2
874,-0.5,-0.5,1.0,1.0,-2,2,1,-2,2
875,1.0,1.0,0.5,2.0,1,1,-1,1,1
876,1.5,1.0,2.0,2.0,3,1,-1,3,2
877,-0.5,1.0,1.0,2.0,1,1,1,-1,1
878,-0.5,1.0,-0.5,2.0,-2,1,-1,-1,1
879,-0.5,1.0,1.0,1.0,1,1,1,1,2
880,1.5,1.5,0.5,2.0,3,-1,-1,3,1
881,1.5,1.0,-0.5,1.0,3,-1,-1,3,2
882,1.0,1.0,1.0,1.0,3,1,1,1,1
883,1.5,1.5,1.0,1.0,1,1,1,1,1
884,-0.5,1.0,-0.5,2.0,3,1,-1,-1,1
885,-2.0,-0.5,1.0,1.0,-1,2,1,-2,2
886,-2.0,-0.5,-0.5,2.0,-2,2,-2,-2,2
887,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
888,1.5,1.0,0.5,2.0,3,1,-1,3,2
889,-0.5,1.5,1.0,1.0,-1,1,1,-1,2
890,-2.0,-0.5,1.0,1.0,1,1,1,-2,2
891,1.0,1.0,1.0,2.0,1,1,1,3,1
892,-2.0,-2.0,-0.5,1.0,-2,1,-1,-1,2
893,-2.0,-2.0,0.5,1.0,-2,2,1,-2,2
894,1.0,1.5,1.0,1.0,1,1,-1,1,1
895,1.0,1.0,1.0,1.0,1,1,1,1,1
896,-0.5,1.0,1.0,1.0,1,1,1,-1,1
897,-0.5,1.5,1.0,1.0,-1,1,1,-1,1
898,-0.5,1.0,2.0,2.0,3,1,-2,1,2
899,-2.0,-2.0,2.0,1.0,-2,2,2,-2,2
900,-0.5,-0.5,1.0,2.0,1,1,-1,-1,1
901,-2.0,-0.5,-0.5,1.0,-2,2,-1,-2,1
902,1.0,-0.5,1.0,1.0,1,1,1,1,1
903,1.0,1.0,1.0,2.0,3,1,-1,3,1
904,1.0,1.5,0.5,1.0,1,1,-1,1,2
905,-0.5,1.5,-0.5,1.0,1,1,1,1,1
906,1.0,1.0,-0.5,2.0,1,1,-1,1,1
907,-2.0,1.0,1.0,1.0,-1,1,1,-1,1
908,-2.0,1.5,2.0,1.0,-1,1,1,-2,1
909,-0.5,1.0,0.5,2.0,3,1,-1,3,1
910,-0.5,1.0,0.5,2.0,1,1,1,-1,2
911,1.0,1.0,0.5,2.0,1,1,-1,1,1
