-8.689875602722167969e+00,1.363915681838989258e+00
1.246990203857421875e+01,1.409062004089355469e+01
1.474325084686279297e+01,-6.320739984512329102e-01
1.641038894653320312e+01,-2.218087911605834961e+00
-9.876403808593750000e+00,1.728990435600280762e+00
4.652125358581542969e+00,-2.791726589202880859e+00
-5.296426296234130859e+00,7.039505481719970703e+00
1.480545520782470703e+01,-1.355850338935852051e+00
1.232225608825683594e+01,-4.805439472198486328e+00
1.614033317565917969e+01,-2.087682962417602539e+00
1.257847785949707031e+01,1.439408588409423828e+01
4.900160789489746094e+00,-3.340492963790893555e+00
1.595486068725585938e+01,-2.976189374923706055e+00
-5.063287734985351562e+00,7.324835300445556641e+00
1.660131072998046875e+01,-3.193614959716796875e+00
4.440076828002929688e+00,-2.520217180252075195e+00
-8.395179748535156250e+00,2.868755578994750977e+00
-7.977325916290283203e+00,1.243615984916687012e+00
-5.038691997528076172e+00,6.756373882293701172e+00
-7.562788009643554688e+00,3.556305885314941406e+00
1.502688980102539062e+01,-5.894641280174255371e-01
-8.311263084411621094e+00,5.368446350097656250e+00
-8.833564758300781250e+00,6.888340115547180176e-01
-9.777411460876464844e+00,1.109086751937866211e+00
-9.146381378173828125e+00,1.905977368354797363e+00
-1.003702640533447266e+01,1.397072911262512207e+00
1.357084083557128906e+01,-4.618756294250488281e+00
4.979979991912841797e+00,-3.282204627990722656e+00
-7.280624866485595703e+00,3.505664825439453125e+00
-9.222982406616210938e+00,7.082019448280334473e-01
1.640221595764160156e+01,-2.799949645996093750e+00
1.243202781677246094e+01,-4.751452922821044922e+00
8.153995513916015625e+00,1.338338184356689453e+01
-8.734631538391113281e+00,2.087682485580444336e+00
1.307079315185546875e+01,-9.907028079032897949e-01
-5.395325660705566406e+00,4.400849342346191406e+00
1.074649429321289062e+01,1.379254817962646484e+01
2.508584499359130859e+00,-5.434701964259147644e-02
1.504771900177001953e+01,-2.330474376678466797e+00
-5.332807540893554688e+00,4.658245086669921875e+00
1.463273620605468750e+01,-2.567342042922973633e+00
8.669927597045898438e+00,5.578606128692626953e+00
1.458764743804931641e+01,-2.853278398513793945e+00
1.094973564147949219e+01,1.370605182647705078e+01
1.273262977600097656e+01,1.406393527984619141e+01
8.583889961242675781e+00,5.382234096527099609e+00
-5.322903633117675781e+00,4.467626571655273438e+00
-5.677944660186767578e+00,4.963579177856445312e+00
1.204293155670166016e+01,1.316189384460449219e+01
